サービスID,アイテムID,13桁ISBN,カテゴリ,評価,読書状況,レビュー,タグ,読書メモ(非公開),登録日時,読了日,タイトル,著者,出版社名,発行年,タイプ,ページ数
1,4.53E+09,9.78E+12,自己啓発,4,読み終わった,,読書術,,2020/2/15 15:43,2019/12/27 0:00,本を読む人だけが手にするもの,藤原和博,日本実業出版社,2015,本,
1,4.00E+09,9.78E+12,その他,4,読み終わった,,,,2020/2/15 15:43,2019/12/29 0:00,星の王子さま (岩波文庫 赤),内藤濯,岩波書店,2017,本,224
1,4.17E+09,9.78E+12,小説,5,読み終わった,,,,2020/2/15 15:43,2019/12/17 0:00,コンビニ人間 (文春文庫),村田沙耶香,文藝春秋,2018,本,176
1,4.86E+09,9.78E+12,哲学・宗教,4,読み終わった,,宗教,,2020/2/15 15:43,2019/12/1 0:00,池上彰と考える、仏教って何ですか? 文庫版,池上彰,飛鳥新社,2014,本,227
1,4.17E+09,9.78E+12,哲学・宗教,4,読み終わった,,宗教,,2020/2/15 15:42,2019/12/11 0:00,池上彰の宗教がわかれば世界が見える (文春新書),池上彰,文藝春秋,2011,本,272
1,447810347X,9.78E+12,経営戦略,4,読み終わった,,経営,,2020/2/15 15:41,2019/11/23 0:00,福岡市を経営する,高島宗一郎,ダイヤモンド社,2018,本,264
1,447810929X,9.78E+12,仕事術,4,読み終わった,,人事労務,,2020/2/15 15:41,2019/12/7 0:00,HR Standard 2020 組織と人事をつくる人材マネジメントの起点,大野順也,ダイヤモンド社,2019,本,296
1,477620911X,9.78E+12,自己啓発,3,読み終わった,,お金,,2020/2/15 15:41,2019/12/26 0:00,はじめての人のための3000円投資生活,横山光昭,アスコム,2016,本,223
1,4.48E+09,9.78E+12,仕事術,4,読み終わった,,文章力,,2020/2/15 15:40,2019/11/21 0:00,入門 考える技術・書く技術 日本人のロジカルシンキング実践法,山崎康司,ダイヤモンド社,2011,本,168
1,4.80E+09,9.78E+12,経済・社会科学,4,読み終わった,,心理学,,2020/2/15 15:32,2019/11/15 0:00,鈍感な世界に生きる敏感な人たち,イルセ・サン,ディスカヴァー・トゥエンティワン,2016,本,232
1,B009CTUGIQ,,仕事術,3,読み終わった,,時間術,,2020/2/15 15:32,2019/11/20 0:00,レバレッジ時間術 ノーリスク・ハイリターンの成功原則 (幻冬舎新書),本田 直之,幻冬舎,2007,電子書籍,145
1,4.48E+09,9.78E+12,自己啓発,4,読み終わった,,人生観,,2020/2/15 15:31,2019/11/13 0:00,現代語訳 論語と算盤 (ちくま新書 827),渋沢栄一,筑摩書房,2010,本,256
1,B016M3G06G,,その他,3,読み終わった,,教養,,2020/2/15 15:31,2019/11/15 0:00,人生を面白くする 本物の教養 (幻冬舎新書),出口治明,幻冬舎,2015,電子書籍,210
1,4.80E+09,9.78E+12,経済・社会科学,4,読み終わった,,経済,,2020/2/15 15:30,2019/11/6 0:00,知識ゼロでも今すぐ使える! 行動経済学見るだけノート,真壁昭夫,宝島社,2018,本,192
1,4.76E+09,9.78E+12,仕事術,3,読み終わった,,インストラクション,,2020/2/15 15:30,2019/11/19 0:00,研修設計マニュアル 人材育成のためのインストラクショナルデザイン,鈴木克明,北大路書房,2015,本,304
1,4.76E+09,9.78E+12,自己啓発,3,読み終わった,,片付け,,2020/2/15 15:30,2019/11/8 0:00,人生がときめく片づけの魔法,近藤麻理恵,サンマーク出版,2010,本,270
1,4.87E+09,9.78E+12,自己啓発,4,読み終わった,,働き方,,2020/2/15 15:30,2019/11/13 0:00,働く君に贈る25の言葉,佐々木常夫,WAVE出版,2010,本,192
1,B01ARO2B1Y,,哲学・宗教,4,読み終わった,,哲学,,2020/2/15 15:29,2019/10/1 0:00,マンガで読む名作　ソクラテスの弁明,プラトン,日本文芸社,2010,電子書籍,195
1,B07NQ47HWV,,芸術・スポーツ,4,読み終わった,,筋トレ,,2020/2/15 15:29,2019/10/4 0:00,科学的に正しい筋トレ 最強の教科書,庵野 拓将,KADOKAWA,2019,電子書籍,352
1,4.76E+09,9.78E+12,仕事術,5,読み終わった,,人生観,,2020/2/15 15:29,2019/11/6 0:00,エッセンシャル思考 最少の時間で成果を最大にする,グレッグ・マキューン,かんき出版,2014,本,320
1,B00TIK9PKO,,仕事術,3,読み終わった,,働き方,,2020/2/15 15:28,2019/9/14 0:00,外資系コンサルの知的生産術～プロだけが知る「99の心得」～ (光文社新書),山口 周,光文社,2015,電子書籍,286
1,B00DLSZKGM,,漫画,4,読み終わった,,,,2020/2/15 15:28,2019/9/25 0:00,破戒　─まんがで読破─,島崎藤村,イースト・プレス,2007,電子書籍,194
1,4.07E+09,9.78E+12,経済・社会科学,4,読み終わった,,社会,,2020/2/15 15:28,2019/10/9 0:00,日本社会のしくみ 雇用・教育・福祉の歴史社会学 (講談社現代新書),小熊英二,講談社,2019,本,608
1,4.90E+09,9.78E+12,経済・社会科学,3,読み終わった,,エネルギー,,2020/2/15 15:28,2019/10/22 0:00,エネルギー問題入門 カリフォルニア大学バークレー校特別講義,リチャード・ムラー,楽工社,2014,本,400
1,4.06E+09,9.78E+12,ノンフィクション・エッセイ,4,読み終わった,,ips細胞,,2020/2/15 15:27,2019/8/30 0:00,山中伸弥先生に、人生とiPS細胞について聞いてみた,山中伸弥,講談社,2012,本,194
1,4.76E+09,9.78E+12,仕事術,3,読み終わった,,話し方,,2020/2/15 15:27,2019/9/2 0:00,〈決定版〉セミナー講師の教科書 テーマの見つけ方から集客、ブランド・ビジネスモデル構築まで,立石剛,かんき出版,2016,本,288
1,4.80E+09,9.78E+12,自然科学,3,読み終わった,,宇宙,,2020/2/15 15:27,2019/9/6 0:00,眠れなくなる宇宙のはなし,佐藤勝彦,宝島社,2008,本,264
1,4.42E+09,9.78E+12,自己啓発,5,読み終わった,,コミュニケーション,,2020/2/15 15:27,2019/9/8 0:00,人を動かす,山口博,創元社,1999,本,352
1,4.81E+09,9.78E+12,仕事術,4,読み終わった,,話し方,,2020/2/15 15:26,2019/8/17 0:00,はじめて講師を頼まれたら読む本,大谷由里子,KADOKAWA,2009,本,224
1,482224816X,9.78E+12,仕事術,4,読み終わった,,話し方,,2020/2/15 15:26,2019/8/18 0:00,スティーブ・ジョブズ 驚異のプレゼン 人々を惹きつける18の法則,カーマイン・ガロ,日経BP社,2010,本,408
1,4.04E+09,9.78E+12,IT・統計,4,読み終わった,,AI,,2020/2/15 15:26,2019/8/24 0:00,人工知能は人間を超えるか ディープラーニングの先にあるもの,松尾豊,KADOKAWA,2015,本,264
1,4.48E+09,9.78E+12,仕事術,4,読み終わった,,問題解決,,2020/2/15 15:26,2019/8/25 0:00,世界一やさしい問題解決の授業,渡辺健介,ダイヤモンド社,2007,本,120
1,456982773X,9.78E+12,仕事術,3,読み終わった,,思考,,2020/2/15 15:25,2019/8/15 0:00,メタ思考トレーニング 発想力が飛躍的にアップする34問 (PHPビジネス新書),細谷功,PHP研究所,2016,本,236
1,4.48E+09,9.78E+12,仕事術,4,読み終わった,,アイディア,,2020/2/15 15:25,2019/8/15 0:00,アイデアのつくり方,ジェームス・W.ヤング,ティビーエス・ブリタニカ,1988,本,102
1,4.53E+09,9.78E+12,経済・社会科学,4,読み終わった,,経済,,2020/2/15 15:24,2019/8/10 0:00,経済ってそういうことだったのか会議,佐藤雅彦,日本経済新聞出版社,2000,本,357
1,4.53E+09,9.78E+12,経済・社会科学,4,読み終わった,,経済,,2020/2/15 15:24,2019/8/10 0:00,池上彰のやさしい経済学 1 しくみがわかる,池上彰,日本経済新聞出版社,2012,本,256
1,4.49E+09,9.78E+12,IT・統計,3,読み終わった,,AI,,2020/2/15 15:24,2019/8/12 0:00,AI vs. 教科書が読めない子どもたち,新井紀子,東洋経済新報社,2018,本,288
1,4.02E+09,9.78E+12,会計・ファイナンス,3,読み終わった,,お金,,2020/2/15 15:24,2019/8/15 0:00,池上彰のお金の学校 知らないと損する (朝日新書),池上彰,朝日新聞出版,2011,本,232
1,B00DLT00S4,,漫画,3,読み終わった,,,,2020/2/15 15:23,2019/8/5 0:00,吾輩は猫である　―まんがで読破―,夏目漱石,イースト・プレス,2010,電子書籍,193
1,4.48E+09,9.78E+12,自己啓発,4,読み終わった,,お金,,2020/2/15 15:23,2019/8/7 0:00,金持ち父さん 貧乏父さん,白根美保子,筑摩書房,2000,本,
1,B00DLSZKAS,,漫画,3,読み終わった,,,,2020/2/15 15:23,2019/8/8 0:00,こころ　─まんがで読破─,夏目漱石,イースト・プレス,2007,電子書籍,194
1,4.48E+09,9.78E+12,ノンフィクション・エッセイ,4,読み終わった,,思考,,2020/2/15 15:22,2019/7/15 0:00,思考の整理学 (ちくま文庫),外山滋比古,筑摩書房,1986,本,232
1,4.49E+09,9.78E+12,その他,2,読み終わった,,読書術,,2020/2/15 15:22,2019/7/16 0:00,「読む力」と「地頭力」がいっきに身につく 東大読書,西岡壱誠,東洋経済新報社,2018,本,284
1,B00RS6RBQ0,,仕事術,3,読み終わった,,働き方,,2020/2/15 15:22,2019/7/17 0:00,実践！　タイムマネジメント研修: より少ない時間で、より高い成果を出すために 実践シリーズ (株式会社ポテンシャル・ディスカバリー・コンサルティング),坂本　健,株式会社ポテンシャル・ディスカバリー・コンサルティング,2015,電子書籍,243
1,486113949X,9.78E+12,自己啓発,3,読み終わった,,お金,,2020/2/15 15:22,2019/8/4 0:00,誰も教えてくれないお金の話,うだひろえ,サンクチュアリパブリッシング,2010,本,224
1,4.05E+09,9.78E+12,自己啓発,4,読み終わった,,読書術,,2020/2/15 15:21,2019/2/28 0:00,外資系コンサルが教える 読書を仕事につなげる技術,山口周,KADOKAWA,2015,本,258
1,B017SSU4K2,,自己啓発,3,読み終わった,,働き方,,2020/2/15 15:21,2019/7/14 0:00,社会人として大切なことはみんなディズニーランドで教わった―そうか、「働くこと」「教えること」「本当のサービス」ってこういうことなんだ！,香取貴信,ゴマブックス株式会社,,電子書籍,217
1,4.76E+09,9.78E+12,その他,3,読み終わった,,読書術,,2020/2/15 15:21,2019/7/15 0:00,読んだら忘れない読書術,樺沢紫苑,サンマーク出版,2015,本,
1,B07D3LS3WX,,仕事術,4,読み終わった,,心理学,,2020/2/15 15:20,2019/7/12 0:00,いい緊張は能力を2倍にする,樺沢紫苑,文響社,2018,電子書籍,261
1,4.84E+09,9.78E+12,仕事術,4,読み終わった,"デザインの基本の4つの原則
・近接
・整列
・反復
・コントラスト
を、図例をもとに理解することができる。

他にも、色の選び方や、日本語をデザインする上でのポイントも記載してあり、とても参考になった。

仕事でパワポのスライドを作ることが多いので、この本の内容を是非活かしたいと思う。",デザイン,,2020/2/15 15:20,2020/4/26 0:00,ノンデザイナーズ・デザインブック [第4版],吉川典秀,マイナビ出版,2016,本,260
1,4.48E+09,9.78E+12,自己啓発,4,読み終わった,,人生観,,2020/2/15 15:20,2019/7/13 0:00,ゼロ なにもない自分に小さなイチを足していく,堀江貴文,ダイヤモンド社,2013,本,240
1,B075N1HPKL,,経済・社会科学,3,読み終わった,,人生観,,2020/2/15 15:15,2019/7/1 0:00,モチベーション革命　稼ぐために働きたくない世代の解体書 (NewsPicks Book),尾原和啓,幻冬舎,2017,電子書籍,225
1,B00DLSZTC2,,漫画,3,読み終わった,,,,2020/2/15 15:15,2019/7/1 0:00,武士道　─まんがで読破─,新渡戸稲造,イースト・プレス,2008,電子書籍,193
1,B00DLSZKDK,,漫画,3,読み終わった,,,,2020/2/15 15:15,2019/7/3 0:00,人間失格　─まんがで読破─,太宰治,イースト・プレス,2007,電子書籍,194
1,B00DLSZM24,,漫画,4,読み終わった,,,,2020/2/15 15:15,2019/7/5 0:00,銀河鉄道の夜　─まんがで読破─,宮沢賢治,イースト・プレス,2007,電子書籍,188
1,4.14E+09,9.78E+12,その他,3,読み終わった,,教養,,2020/2/15 15:14,2019/6/30 0:00,おとなの教養 私たちはどこから来て、どこへ行くのか? (NHK出版新書 431),池上彰,NHK出版,2014,本,240
1,4.48E+09,9.78E+12,仕事術,3,読み終わった,,コミュニケーション,,2020/2/15 15:13,2019/6/30 0:00,伝え方が9割,佐々木圭一,ダイヤモンド社,2013,本,212
1,4.80E+09,9.78E+12,歴史・伝記,4,読み終わった,,歴史,,2020/2/15 15:13,2019/5/9 0:00,一度読んだら絶対に忘れない世界史の教科書 公立高校教師YouTuberが書いた,山?圭一,SBクリエイティブ,2018,本,352
1,4.02E+09,9.78E+12,仕事術,4,読み終わった,,アイディア,,2020/2/15 15:12,2019/6/29 0:00,センスは知識からはじまる,水野学,朝日新聞出版,2014,本,192
1,B0797K44CH,,経済・社会科学,3,読み終わった,,その他,,2020/2/15 15:12,2019/6/29 0:00,日本再興戦略 (NewsPicks Book),落合陽一,幻冬舎,2018,電子書籍,221
1,4.80E+09,9.78E+12,自己啓発,4,読み終わった,,人生観,,2020/2/15 15:12,2019/6/30 0:00,好奇心を?天職?に変える 空想教室,植松努,サンクチュアリ出版,2015,本,
1,4.06E+09,9.78E+12,自己啓発,4,読み終わった,,組織・人,,2020/2/15 15:11,2019/6/23 0:00,ハードワーク 勝つためのマインド・セッティング (講談社+α文庫),エディー・ジョーンズ,講談社,2018,本,208
1,4.34E+09,9.78E+12,自己啓発,5,読み終わった,,ビジネス,,2020/2/15 15:11,2019/6/28 0:00,破天荒フェニックス オンデーズ再生物語,田中修治,幻冬舎,2018,本,496
1,B077N93YYV,,会計・ファイナンス,3,読み終わった,,お金,,2020/2/15 15:11,2019/6/28 0:00,お金2.0　新しい経済のルールと生き方 (NewsPicks Book),佐藤航陽,幻冬舎,2017,電子書籍,228
1,4.80E+09,9.78E+12,会計・ファイナンス,3,読み終わった,,お金,,2020/2/15 15:10,2019/6/1 0:00,いまさら聞けないビットコインとブロックチェーン,大塚雄介,ディスカヴァー・トゥエンティワン,2017,本,255
1,4.82E+09,9.78E+12,経済・社会科学,4,読み終わった,,思考,,2020/2/15 15:10,2019/6/30 0:00,FACTFULNESS(ファクトフルネス) 10の思い込みを乗り越え、データを基に世界を正しく見る習慣,ハンス・ロスリング,日経BP社,2019,本,400
1,4.84E+09,9.78E+12,その他,3,読み終わった,,お金,,2020/2/15 15:09,2019/6/1 0:00,世界一受けたいお金の授業 一生お金に困らない「稼ぐ、使う、貯める」技術 (知的生きかた文庫),和仁達也,三笠書房,2013,本,224
1,B01GPCKJWK,,仕事術,4,読み終わった,,働き方,,2020/2/15 15:08,2019/1/9 0:00,なぜ、あなたの仕事は終わらないのか スピードは最強の武器である,中島聡,文響社,2016,電子書籍,207
1,4.09E+09,9.78E+12,自己啓発,3,読み終わった,,自己啓発,,2020/2/15 15:08,2019/4/5 0:00,ザ・コーチ 最高の自分に気づく本 (小学館文庫プレジデントセレクト),谷口貴彦,小学館,2016,本,248
1,B073CD4KYY,,芸術・スポーツ,5,読み終わった,,食事,,2020/2/15 15:08,2018/9/28 0:00,筋トレビジネスエリートがやっている最強の食べ方,Testosterone,KADOKAWA,2017,電子書籍,164
1,4.80E+09,9.78E+12,仕事術,3,読み終わった,,コミュニケーション,,2020/2/15 15:08,2019/6/30 0:00,1分で話せ 世界のトップが絶賛した大事なことだけシンプルに伝える技術,伊藤羊一,SBクリエイティブ,2018,本,240
1,4.82E+09,9.78E+12,仕事術,3,読み終わった,,人事労務,,2020/2/15 15:07,2019/10/9 0:00,人材開発部 (図解でわかる部門の仕事),日本能率協会マネジメントセンター,日本能率協会マネジメントセンター,2007,本,264
1,4.57E+09,9.78E+12,自己啓発,5,読み終わった,,人生観,,2020/2/15 15:07,2019/3/13 0:00,道をひらく (松下幸之助シリーズ),松下幸之助,PHP研究所,1968,本,272
1,4.48E+09,9.78E+12,自己啓発,3,読み終わった,,コーチング,,2020/2/15 15:07,2019/12/11 0:00,コーチング 言葉と信念の魔術,落合博満,ダイヤモンド社,2001,本,240
1,4.06E+09,9.78E+12,その他,4,読み終わった,,読書術,,2020/2/15 15:06,2019/9/25 0:00,本を読む本 (講談社学術文庫),外山滋比古,講談社,1997,本,266
1,4.06E+09,9.78E+12,自己啓発,3,読み終わった,,勉強法,,2020/2/15 15:06,2019/2/12 0:00,最短で結果が出る超勉強法,荘司雅彦,講談社,2007,本,
1,4.48E+09,9.78E+12,経済・社会科学,2,読み終わった,,経済,,2020/2/15 15:05,2019/4/17 0:00,今までで一番やさしい経済の教科書,木暮太一,ダイヤモンド社,2009,本,280
1,4.31E+09,9.78E+12,哲学・宗教,4,読み終わった,,哲学,,2020/2/15 15:05,2019/9/11 0:00,史上最強の哲学入門 (河出文庫),飲茶,河出書房新社,2015,本,352
1,4.31E+09,9.78E+12,哲学・宗教,3,読み終わった,,哲学,,2020/2/15 15:05,2019/9/25 0:00,史上最強の哲学入門 東洋の哲人たち (河出文庫),飲茶,河出書房新社,2016,本,456
1,4.00E+09,9.78E+12,哲学・宗教,3,読み終わった,,哲学,,2020/2/15 15:05,2019/9/30 0:00,ソクラテスの弁明・クリトン (岩波文庫),プラトン,岩波書店,1964,本,118
1,4.57E+09,9.78E+12,仕事術,3,読み終わった,,コミュニケーション,,2020/2/15 15:04,2019/5/7 0:00,「話す」「書く」「聞く」能力が仕事を変える! 伝える力 (PHPビジネス新書),池上彰,PHP研究所,2007,本,208
1,434403385X,9.78E+12,歴史・伝記,4,読み終わった,,歴史,,2020/2/15 15:04,2019/5/8 0:00,日本国紀,百田尚樹,幻冬舎,2018,本,
1,4.53E+09,9.78E+12,会計・ファイナンス,3,読み終わった,,会計,,2020/2/15 15:01,2019/8/7 0:00,会計の基本,岩谷誠治,日本実業出版社,2010,本,240
1,4.88E+09,9.78E+12,会計・ファイナンス,4,読み終わった,,会計,,2020/2/15 15:01,2019/5/26 0:00,人事屋が書いた経理の本 MGから生まれた戦略会計マニュアル,協和醗酵工業,ソーテック社,1978,本,240
1,4.33E+09,9.78E+12,会計・ファイナンス,4,読み終わった,,会計,,2020/2/15 15:00,2019/5/22 0:00,さおだけ屋はなぜ潰れないのか? 身近な疑問からはじめる会計学 (光文社新書),山田真哉,光文社,2005,本,232
1,4.33E+09,9.78E+12,会計・ファイナンス,4,読み終わった,,会計,,2020/2/15 15:00,2019/5/24 0:00,ざっくり分かるファイナンス 経営センスを磨くための財務 (光文社新書),石野雄一,光文社,2007,本,240
1,4.81E+09,9.78E+12,会計・ファイナンス,3,読み終わった,,会計,,2020/2/15 15:00,2019/8/15 0:00,会社法対応 会計のことが面白いほどわかる本<会計の基本の基本編>,天野敦之,KADOKAWA,2006,本,304
1,4.41E+09,9.78E+12,経済・社会科学,5,読み終わった,,心理学,,2020/2/15 14:59,2019/5/15 0:00,影響力の武器 なぜ、人は動かされるのか,社会行動研究会,誠信書房,2007,本,496
1,4.48E+09,9.78E+12,経営戦略,3,読み終わった,,マーケティング,,2020/2/15 14:58,2019/4/9 0:00,MBAマーケティング,グロービス・マネジメント・インスティテュート,ダイヤモンド社,2005,本,240
1,4.48E+09,9.78E+12,仕事術,4,読み終わった,,分析,,2020/2/15 14:58,2020/3/15 0:00,意思決定のための「分析の技術」 最大の経営成果をあげる問題発見・解決の思考法,後正武,ダイヤモンド社,1998,本,280
1,4.48E+09,9.78E+12,仕事術,3,読み終わった,,問題解決,,2020/2/15 14:58,2019/4/23 0:00,問題解決プロフェッショナル「思考と技術」 思考と技術,齋藤嘉則,ダイヤモンド社,2010,本,216
1,4.48E+09,9.78E+12,経営戦略,3,読み終わった,,経営戦略,,2020/2/15 14:57,2019/4/23 0:00,MBA経営戦略,グロービス・マネジメント・インスティテュート,ダイヤモンド社,1999,本,240
1,4.84E+09,9.78E+12,自己啓発,4,読み終わった,,勉強法,,2020/2/15 14:36,2019/1/21 0:00,「1日30分」を続けなさい! 人生勝利の勉強法55,古市幸雄,マガジンハウス,2007,本,224
1,4.80E+09,9.78E+12,その他,3,読み終わった,,働き方,,2020/2/15 14:35,2018/12/1 0:00,働き方の哲学,村山昇,ディスカヴァー・トゥエンティワン,2018,本,264
1,B07PWM93DN,,自己啓発,3,読み終わった,,人生観,,2020/2/15 14:35,2018/12/28 0:00,多動力 (幻冬舎文庫),堀江貴文,幻冬舎,2019,電子書籍,202
1,4.84E+09,9.78E+12,その他,4,読み終わった,,生き方,,2020/2/15 14:35,2018/12/23 0:00,漫画 君たちはどう生きるか,吉野源三郎,マガジンハウス,2017,本,320
1,430922671X,9.78E+12,歴史・伝記,4,読み終わった,,歴史,,2020/2/15 14:35,2019/1/7 0:00,サピエンス全史 上 文明の構造と人類の幸福,ユヴァル・ノア・ハラリ,河出書房新社,2016,本,272
1,4.31E+09,9.78E+12,歴史・伝記,5,読み終わった,,歴史,,2020/2/15 14:35,2019/1/14 0:00,サピエンス全史 下 文明の構造と人類の幸福,ユヴァル・ノア・ハラリ,河出書房新社,2016,本,296
1,B06XQ1H6PZ,,仕事術,3,読み終わった,,メール術,,2020/2/15 14:34,2018/9/30 0:00,仕事が速い人はどんなメールを書いているのか,平野友朗,文響社,2017,電子書籍,160
1,B00TNZX8YS,,仕事術,3,読み終わった,,コミュニケーション,,2020/2/15 14:34,2018/11/11 0:00,ロジカル・プレゼンテーション ― 自分の考えを効果的に伝える戦略コンサルタントの「提案の技術」,高田貴久,英治出版,2004,電子書籍,392
1,B07F6ZNYDG,,仕事術,4,読み終わった,,コミュニケーション,,2020/2/15 14:34,2018/12/1 0:00,東大院生が開発！ 頭のいい説明は型で決まる,犬塚 壮志,PHP研究所,2018,電子書籍,264
100,64130,,漫画,4,読み終わった,,,,2019/7/21 10:34,2019/7/21 0:00,左利きのエレン1～14,かっぴー,,,電子書籍,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
